"Name","Runtime","Notes","Tags","Created","Group","eval_on_recon","iters","oversample","seed","missing_s","dataset","exp_group","log_method","Accuracy (LRCV)","Accuracy (Logistic Regression (C=1.0))","Accuracy Discriminator (zy)","Accuracy_sex_Male_0.0 (LRCV)","Accuracy_sex_Male_0.0 (Logistic Regression (C=1.0))","Accuracy_sex_Male_0.0-sex_Male_1.0 (LRCV)","Accuracy_sex_Male_0.0-sex_Male_1.0 (Logistic Regression (C=1.0))","Accuracy_sex_Male_0.0÷sex_Male_1.0 (LRCV)","Accuracy_sex_Male_0.0÷sex_Male_1.0 (Logistic Regression (C=1.0))","Accuracy_sex_Male_1.0 (LRCV)","Accuracy_sex_Male_1.0 (Logistic Regression (C=1.0))","ELBO","LRCV_Accuracy","LRCV_Accuracy_sex_Male_0.0","LRCV_Accuracy_sex_Male_0.0-sex_Male_1.0","LRCV_Accuracy_sex_Male_0.0÷sex_Male_1.0","LRCV_Accuracy_sex_Male_1.0","LRCV_Renyi preds and s","LRCV_TNR","LRCV_TNR_sex_Male_0.0","LRCV_TNR_sex_Male_0.0-sex_Male_1.0","LRCV_TNR_sex_Male_0.0÷sex_Male_1.0","LRCV_TNR_sex_Male_1.0","LRCV_TPR","LRCV_TPR_sex_Male_0.0","LRCV_TPR_sex_Male_0.0-sex_Male_1.0","LRCV_TPR_sex_Male_0.0÷sex_Male_1.0","LRCV_TPR_sex_Male_1.0","LRCV_prob_pos_sex_Male_0.0","LRCV_prob_pos_sex_Male_0.0-sex_Male_1.0","LRCV_prob_pos_sex_Male_0.0÷sex_Male_1.0","LRCV_prob_pos_sex_Male_1.0","Logistic Regression (C=1.0)_Accuracy","Logistic Regression (C=1.0)_Accuracy_sex_Male_0.0","Logistic Regression (C=1.0)_Accuracy_sex_Male_0.0-sex_Male_1.0","Logistic Regression (C=1.0)_Accuracy_sex_Male_0.0÷sex_Male_1.0","Logistic Regression (C=1.0)_Accuracy_sex_Male_1.0","Logistic Regression (C=1.0)_Renyi preds and s","Logistic Regression (C=1.0)_TNR","Logistic Regression (C=1.0)_TNR_sex_Male_0.0","Logistic Regression (C=1.0)_TNR_sex_Male_0.0-sex_Male_1.0","Logistic Regression (C=1.0)_TNR_sex_Male_0.0÷sex_Male_1.0","Logistic Regression (C=1.0)_TNR_sex_Male_1.0","Logistic Regression (C=1.0)_TPR","Logistic Regression (C=1.0)_TPR_sex_Male_0.0","Logistic Regression (C=1.0)_TPR_sex_Male_0.0-sex_Male_1.0","Logistic Regression (C=1.0)_TPR_sex_Male_0.0÷sex_Male_1.0","Logistic Regression (C=1.0)_TPR_sex_Male_1.0","Logistic Regression (C=1.0)_prob_pos_sex_Male_0.0","Logistic Regression (C=1.0)_prob_pos_sex_Male_0.0-sex_Male_1.0","Logistic Regression (C=1.0)_prob_pos_sex_Male_0.0÷sex_Male_1.0","Logistic Regression (C=1.0)_prob_pos_sex_Male_1.0","Renyi preds and s (LRCV)","Renyi preds and s (Logistic Regression (C=1.0))","TNR (LRCV)","TNR (Logistic Regression (C=1.0))","TNR_sex_Male_0.0 (LRCV)","TNR_sex_Male_0.0 (Logistic Regression (C=1.0))","TNR_sex_Male_0.0-sex_Male_1.0 (LRCV)","TNR_sex_Male_0.0-sex_Male_1.0 (Logistic Regression (C=1.0))","TNR_sex_Male_0.0÷sex_Male_1.0 (LRCV)","TNR_sex_Male_0.0÷sex_Male_1.0 (Logistic Regression (C=1.0))","TNR_sex_Male_1.0 (LRCV)","TNR_sex_Male_1.0 (Logistic Regression (C=1.0))","TPR (LRCV)","TPR (Logistic Regression (C=1.0))","TPR_sex_Male_0.0 (LRCV)","TPR_sex_Male_0.0 (Logistic Regression (C=1.0))","TPR_sex_Male_0.0-sex_Male_1.0 (LRCV)","TPR_sex_Male_0.0-sex_Male_1.0 (Logistic Regression (C=1.0))","TPR_sex_Male_0.0÷sex_Male_1.0 (LRCV)","TPR_sex_Male_0.0÷sex_Male_1.0 (Logistic Regression (C=1.0))","TPR_sex_Male_1.0 (LRCV)","TPR_sex_Male_1.0 (Logistic Regression (C=1.0))","prob_pos_sex_Male_0.0 (LRCV)","prob_pos_sex_Male_0.0 (Logistic Regression (C=1.0))","prob_pos_sex_Male_0.0-sex_Male_1.0 (LRCV)","prob_pos_sex_Male_0.0-sex_Male_1.0 (Logistic Regression (C=1.0))","prob_pos_sex_Male_0.0÷sex_Male_1.0 (LRCV)","prob_pos_sex_Male_0.0÷sex_Male_1.0 (Logistic Regression (C=1.0))","prob_pos_sex_Male_1.0 (LRCV)","prob_pos_sex_Male_1.0 (Logistic Regression (C=1.0))","Clust/Context ARI","Clust/Context Acc y=0 s=0","Clust/Context Acc y=0 s=1","Clust/Context Acc y=1 s=0","Clust/Context Acc y=1 s=1","Clust/Context Accuracy","Clust/Context NMI"
"ruby-valley-1829","170","-","","2020-11-17T06:46:47.000Z","kmeans-fdm.old_repro.train_on_recon.partial","true","1000","true","30","[]","adult","old_repro.train_on_recon.partial","kmeans-fdm","0.7320359281437125","0.7267964071856288","60.90000534057617","0.6931137724550899","0.6946107784431138","0.07784431137724546","0.06437125748502992","0.8990291262135923","0.9151873767258384","0.7709580838323353","0.7589820359281437","0.016827784478664398","0.7320359281437125","0.6931137724550899","0.07784431137724546","0.8990291262135923","0.7709580838323353","0.22542325284137915","0.9161676646706588","0.9820359281437124","0.1317365269461077","0.8658536585365855","0.8502994011976048","0.5479041916167665","0.4041916167664671","0.28742514970059874","0.5844155844155845","0.6916167664670658","0.21107784431137724","0.2095808383233533","0.5017793594306049","0.42065868263473055","0.7267964071856288","0.6946107784431138","0.06437125748502992","0.9151873767258384","0.7589820359281437","0.22017444670676617","0.9086826347305388","0.9790419161676648","0.14071856287425155","0.856269113149847","0.8383233532934131","0.5449101796407185","0.4101796407185629","0.26946107784431134","0.6035242290748899","0.6796407185628742","0.2155688622754491","0.20508982035928144","0.5124555160142349","0.42065868263473055","0.22542325284137915","0.22017444670676617","0.9161676646706588","0.9086826347305388","0.9820359281437124","0.9790419161676648","0.1317365269461077","0.14071856287425155","0.8658536585365855","0.856269113149847","0.8502994011976048","0.8383233532934131","0.5479041916167665","0.5449101796407185","0.4041916167664671","0.4101796407185629","0.28742514970059874","0.26946107784431134","0.5844155844155845","0.6035242290748899","0.6916167664670658","0.6796407185628742","0.21107784431137724","0.2155688622754491","0.2095808383233533","0.20508982035928144","0.5017793594306049","0.5124555160142349","0.42065868263473055","0.42065868263473055","0.00826849612329055","0.4764920360775283","0.3072066706372841","0.10194902548725636","0.29462647444298823","0.3457540911101283","0.020788235406395433"
"comfy-dust-1828","196","-","","2020-11-17T06:42:59.000Z","kmeans-fdm.old_repro.train_on_recon.partial","true","1000","true","29","[]","adult","old_repro.train_on_recon.partial","kmeans-fdm","0.7238023952095808","0.7238023952095808","57.85000419616699","0.6661676646706587","0.6661676646706587","0.1152694610778443","0.1152694610778443","0.8524904214559387","0.8524904214559387","0.781437125748503","0.781437125748503","0.0184236541390419","0.7238023952095808","0.6661676646706587","0.1152694610778443","0.8524904214559387","0.781437125748503","0.27838160259931044","0.907185628742515","0.9790419161676648","0.14371257485029942","0.8532110091743119","0.8353293413173652","0.5404191616766467","0.3532934131736527","0.374251497005988","0.4855967078189301","0.7275449101796407","0.187125748502994","0.25898203592814373","0.41946308724832215","0.44610778443113774","0.7238023952095808","0.6661676646706587","0.1152694610778443","0.8524904214559387","0.781437125748503","0.28124473119477417","0.905688622754491","0.9790419161676648","0.1467065868263473","0.8501529051987767","0.8323353293413174","0.5419161676646707","0.3532934131736527","0.3772455089820359","0.4836065573770492","0.7305389221556886","0.187125748502994","0.2619760479041916","0.4166666666666667","0.4491017964071856","0.27838160259931044","0.28124473119477417","0.907185628742515","0.905688622754491","0.9790419161676648","0.9790419161676648","0.14371257485029942","0.1467065868263473","0.8532110091743119","0.8501529051987767","0.8353293413173652","0.8323353293413174","0.5404191616766467","0.5419161676646707","0.3532934131736527","0.3532934131736527","0.374251497005988","0.3772455089820359","0.4855967078189301","0.4836065573770492","0.7275449101796407","0.7305389221556886","0.187125748502994","0.187125748502994","0.25898203592814373","0.2619760479041916","0.41946308724832215","0.4166666666666667","0.44610778443113774","0.4491017964071856","0.01601969658275772","0.17731721358664365","0.352829064919595","0.2593703148425787","0.4920052424639581","0.3281733746130031","0.024429514323971543"
"fresh-glade-1827","163","-","","2020-11-17T06:42:33.000Z","kmeans-fdm.old_repro.train_on_recon.partial","true","1000","true","28","[]","adult","old_repro.train_on_recon.partial","kmeans-fdm","0.6452095808383234","0.6429640718562875","73.90000534057617","0.5359281437125748","0.531437125748503","0.218562874251497","0.2230538922155688","0.7103174603174603","0.7043650793650794","0.7544910179640718","0.7544910179640718","0.088161401450634","0.6452095808383234","0.5359281437125748","0.218562874251497","0.7103174603174603","0.7544910179640718","0.4483771216313485","0.9101796407185628","0.9910179640718564","0.16167664670658677","0.8368580060422961","0.8293413173652695","0.38023952095808383","0.08083832335329341","0.5988023952095808","0.11894273127753303","0.6796407185628742","0.04491017964071856","0.38023952095808383","0.1056338028169014","0.4251497005988024","0.6429640718562875","0.531437125748503","0.2230538922155688","0.7043650793650794","0.7544910179640718","0.455188200999919","0.9101796407185628","0.9910179640718564","0.16167664670658677","0.8368580060422961","0.8293413173652695","0.375748502994012","0.0718562874251497","0.6077844311377245","0.10572687224669604","0.6796407185628742","0.040419161676646706","0.3847305389221557","0.09507042253521128","0.4251497005988024","0.4483771216313485","0.455188200999919","0.9101796407185628","0.9101796407185628","0.9910179640718564","0.9910179640718564","0.16167664670658677","0.16167664670658677","0.8368580060422961","0.8368580060422961","0.8293413173652695","0.8293413173652695","0.38023952095808383","0.375748502994012","0.08083832335329341","0.0718562874251497","0.5988023952095808","0.6077844311377245","0.11894273127753303","0.10572687224669604","0.6796407185628742","0.6796407185628742","0.04491017964071856","0.040419161676646706","0.38023952095808383","0.3847305389221557","0.1056338028169014","0.09507042253521128","0.4251497005988024","0.4251497005988024","0.018053216885838014","0.1692573402417962","0.663371054198928","0.034482758620689655","0.3179554390563565","0.42497788589119856","0.019363853660571164"
"unique-lion-1826","169","-","","2020-11-17T06:38:39.000Z","kmeans-fdm.old_repro.train_on_recon.partial","true","1000","true","27","[]","adult","old_repro.train_on_recon.partial","kmeans-fdm","0.6519461077844312","0.6526946107784432","63.10000038146973","0.5523952095808383","0.5449101796407185","0.1991017964071856","0.2155688622754491","0.7350597609561753","0.7165354330708661","0.7514970059880239","0.7604790419161677","0.11056199669837952","0.6519461077844312","0.5523952095808383","0.1991017964071856","0.7350597609561753","0.7514970059880239","0.37533694409689616","0.9281437125748504","0.9850299401197604","0.11377245508982035","0.8844984802431611","0.8712574850299402","0.375748502994012","0.11976047904191615","0.5119760479041917","0.1895734597156398","0.6317365269461078","0.06736526946107785","0.312874251497006","0.17716535433070868","0.38023952095808383","0.6526946107784432","0.5449101796407185","0.2155688622754491","0.7165354330708661","0.7604790419161677","0.40635127835456314","0.9296407185628742","0.9910179640718564","0.1227544910179641","0.8761329305135951","0.8682634730538922","0.375748502994012","0.09880239520958084","0.5538922155688624","0.1513761467889908","0.6526946107784432","0.05389221556886228","0.3383233532934132","0.13740458015267176","0.39221556886227543","0.37533694409689616","0.40635127835456314","0.9281437125748504","0.9296407185628742","0.9850299401197604","0.9910179640718564","0.11377245508982035","0.1227544910179641","0.8844984802431611","0.8761329305135951","0.8712574850299402","0.8682634730538922","0.375748502994012","0.375748502994012","0.11976047904191615","0.09880239520958084","0.5119760479041917","0.5538922155688624","0.1895734597156398","0.1513761467889908","0.6317365269461078","0.6526946107784432","0.06736526946107785","0.05389221556886228","0.312874251497006","0.3383233532934132","0.17716535433070868","0.13740458015267176","0.38023952095808383","0.39221556886227543","0.00594681771868039","0.0867395893302629","0.6662298987492555","0.01949025487256372","0.2783748361730013","0.3936311366651924","0.011763249002688568"
"serene-plasma-1825","165","-","","2020-11-17T06:38:15.000Z","kmeans-fdm.old_repro.train_on_recon.partial","true","1000","true","26","[]","adult","old_repro.train_on_recon.partial","kmeans-fdm","0.6497005988023952","0.6497005988023952","76.55000686645508","0.5464071856287425","0.5479041916167665","0.2065868263473054","0.20359281437125745","0.7256461232604373","0.7290836653386455","0.7529940119760479","0.7514970059880239","0.08817485719919205","0.6497005988023952","0.5464071856287425","0.2065868263473054","0.7256461232604373","0.7529940119760479","0.4621986863421554","0.8922155688622755","0.9910179640718564","0.19760479041916168","0.8006042296072508","0.7934131736526946","0.40718562874251496","0.10179640718562874","0.6107784431137724","0.14285714285714285","0.7125748502994012","0.05538922155688623","0.40419161676646703","0.12052117263843648","0.4595808383233533","0.6497005988023952","0.5479041916167665","0.20359281437125745","0.7290836653386455","0.7514970059880239","0.46308159336071536","0.8937125748502994","0.994011976047904","0.20059880239520955","0.7981927710843374","0.7934131736526946","0.405688622754491","0.10179640718562874","0.6077844311377245","0.14345991561181434","0.7095808383233533","0.05389221556886228","0.4041916167664671","0.1176470588235294","0.45808383233532934","0.4621986863421554","0.46308159336071536","0.8922155688622755","0.8937125748502994","0.9910179640718564","0.994011976047904","0.19760479041916168","0.20059880239520955","0.8006042296072508","0.7981927710843374","0.7934131736526946","0.7934131736526946","0.40718562874251496","0.405688622754491","0.10179640718562874","0.10179640718562874","0.6107784431137724","0.6077844311377245","0.14285714285714285","0.14345991561181434","0.7125748502994012","0.7095808383233533","0.05538922155688623","0.05389221556886228","0.40419161676646703","0.4041916167664671","0.12052117263843648","0.1176470588235294","0.4595808383233533","0.45808383233532934","0.016686042434393603","0.1846094799462675","0.6640857653365099","0.01949025487256372","0.30563564875491483","0.4265811587793012","0.01933151983209743"
"genial-feather-1824","155","-","","2020-11-17T06:34:35.000Z","kmeans-fdm.old_repro.train_on_recon.partial","true","1000","true","25","[]","adult","old_repro.train_on_recon.partial","kmeans-fdm","0.6474550898203593","0.6474550898203593","72.6500015258789","0.6017964071856288","0.6017964071856288","0.0913173652694611","0.0913173652694611","0.8682505399568035","0.8682505399568035","0.6931137724550899","0.6931137724550899","0.08924733102321625","0.6474550898203593","0.6017964071856288","0.0913173652694611","0.8682505399568035","0.6931137724550899","0.32483415985015524","0.8847305389221557","0.9820359281437124","0.1946107784431137","0.801829268292683","0.7874251497005988","0.4101796407185629","0.2215568862275449","0.3772455089820359","0.3700000000000001","0.5988023952095808","0.11976047904191615","0.28592814371257486","0.2952029520295203","0.405688622754491","0.6474550898203593","0.6017964071856288","0.0913173652694611","0.8682505399568035","0.6931137724550899","0.3288410446556834","0.8862275449101796","0.9850299401197604","0.19760479041916168","0.7993920972644377","0.7874251497005988","0.4086826347305389","0.218562874251497","0.3802395209580838","0.3650000000000001","0.5988023952095808","0.11676646706586828","0.2889221556886228","0.2878228782287823","0.405688622754491","0.32483415985015524","0.3288410446556834","0.8847305389221557","0.8862275449101796","0.9820359281437124","0.9850299401197604","0.1946107784431137","0.19760479041916168","0.801829268292683","0.7993920972644377","0.7874251497005988","0.7874251497005988","0.4101796407185629","0.4086826347305389","0.2215568862275449","0.218562874251497","0.3772455089820359","0.3802395209580838","0.3700000000000001","0.3650000000000001","0.5988023952095808","0.5988023952095808","0.11976047904191615","0.11676646706586828","0.28592814371257486","0.2889221556886228","0.2952029520295203","0.2878228782287823","0.405688622754491","0.405688622754491","0.017230156667645997","0.1694492419881021","0.6627754615842764","0.014992503748125935","0.3205766710353866","0.42459088898717384","0.018164958649880627"
"breezy-firefly-1823","172","-","","2020-11-17T06:33:52.000Z","kmeans-fdm.old_repro.train_on_recon.partial","true","1000","true","24","[]","adult","old_repro.train_on_recon.partial","kmeans-fdm","0.6482035928143712","0.6482035928143712","63.400001525878906","0.5583832335329342","0.5598802395209581","0.17964071856287422","0.17664670658682635","0.7565922920892495","0.7601626016260162","0.7380239520958084","0.7365269461077845","0.09766889363527298","0.6482035928143712","0.5583832335329342","0.17964071856287422","0.7565922920892495","0.7380239520958084","0.446162419009961","0.8802395209580839","0.9880239520958084","0.2155688622754491","0.7818181818181817","0.7724550898203593","0.4161676646706587","0.12874251497005987","0.5748502994011977","0.18297872340425528","0.7035928143712575","0.07035928143712575","0.39520958083832336","0.15112540192926047","0.4655688622754491","0.6482035928143712","0.5598802395209581","0.17664670658682635","0.7601626016260162","0.7365269461077845","0.4427824006841281","0.8802395209580839","0.9880239520958084","0.2155688622754491","0.7818181818181817","0.7724550898203593","0.4161676646706587","0.1317365269461078","0.5688622754491017","0.1880341880341881","0.7005988023952096","0.0718562874251497","0.39221556886227543","0.15483870967741936","0.46407185628742514","0.446162419009961","0.4427824006841281","0.8802395209580839","0.8802395209580839","0.9880239520958084","0.9880239520958084","0.2155688622754491","0.2155688622754491","0.7818181818181817","0.7818181818181817","0.7724550898203593","0.7724550898203593","0.4161676646706587","0.4161676646706587","0.12874251497005987","0.1317365269461078","0.5748502994011977","0.5688622754491017","0.18297872340425528","0.1880341880341881","0.7035928143712575","0.7005988023952096","0.07035928143712575","0.0718562874251497","0.39520958083832336","0.39221556886227543","0.15112540192926047","0.15483870967741936","0.4655688622754491","0.46407185628742514","0.023769927851698073","0.17539819612358473","0.4228707564026206","0.017991004497751123","0.7402359108781127","0.40358248562582927","0.043036120378343146"
"winter-spaceship-1822","157","-","","2020-11-17T06:30:28.000Z","kmeans-fdm.old_repro.train_on_recon.partial","true","1000","true","23","[]","adult","old_repro.train_on_recon.partial","kmeans-fdm","0.6856287425149701","0.686377245508982","62.000003814697266","0.5823353293413174","0.5838323353293413","0.2065868263473054","0.20508982035928147","0.7381404174573055","0.7400379506641366","0.7889221556886228","0.7889221556886228","0.030186809599399567","0.6856287425149701","0.5823353293413174","0.2065868263473054","0.7381404174573055","0.7889221556886228","0.3491216213100333","0.9565868263473054","1","0.08682634730538918","0.9131736526946108","0.9131736526946108","0.4146706586826347","0.16467065868263472","0.5","0.24774774774774777","0.6646706586826348","0.08233532934131736","0.2934131736526946","0.2191235059760956","0.375748502994012","0.686377245508982","0.5838323353293413","0.20508982035928147","0.7400379506641366","0.7889221556886228","0.3469426858470993","0.9565868263473054","1","0.08682634730538918","0.9131736526946108","0.9131736526946108","0.4161676646706587","0.16766467065868262","0.4970059880239521","0.25225225225225223","0.6646706586826348","0.08383233532934131","0.29191616766467066","0.2231075697211155","0.375748502994012","0.3491216213100333","0.3469426858470993","0.9565868263473054","0.9565868263473054","1","1","0.08682634730538918","0.08682634730538918","0.9131736526946108","0.9131736526946108","0.9131736526946108","0.9131736526946108","0.4146706586826347","0.4161676646706587","0.16467065868263472","0.16766467065868262","0.5","0.4970059880239521","0.24774774774774777","0.25225225225225223","0.6646706586826348","0.6646706586826348","0.08233532934131736","0.08383233532934131","0.2934131736526946","0.29191616766467066","0.2191235059760956","0.2231075697211155","0.375748502994012","0.375748502994012","0.010751165390941822","0.14603722893878335","0.660750446694461","0.04047976011994003","0.2870249017038008","0.4107695709862893","0.013351234078637052"
"ethereal-lake-1821","158","-","","2020-11-17T06:29:44.000Z","kmeans-fdm.old_repro.train_on_recon.partial","true","1000","true","22","[]","adult","old_repro.train_on_recon.partial","kmeans-fdm","0.6661676646706587","0.6676646706586826","67.45000648498535","0.5643712574850299","0.5658682634730539","0.2035928143712575","0.2035928143712575","0.7348927875243664","0.735408560311284","0.7679640718562875","0.7694610778443114","0.08670897781848907","0.6661676646706587","0.5643712574850299","0.2035928143712575","0.7348927875243664","0.7679640718562875","0.4601355042951126","0.8862275449101796","0.9910179640718564","0.20958083832335328","0.7885196374622356","0.781437125748503","0.44610778443113774","0.1377245508982036","0.6167664670658682","0.18253968253968256","0.7544910179640718","0.07335329341317365","0.4131736526946107","0.15076923076923077","0.4865269461077844","0.6676646706586826","0.5658682634730539","0.2035928143712575","0.735408560311284","0.7694610778443114","0.4568011890465973","0.8877245508982036","0.9910179640718564","0.2065868263473054","0.7915407854984894","0.7844311377245509","0.4476047904191617","0.1407185628742515","0.6137724550898203","0.1865079365079365","0.7544910179640718","0.0748502994011976","0.4101796407185629","0.15432098765432098","0.48502994011976047","0.4601355042951126","0.4568011890465973","0.8862275449101796","0.8877245508982036","0.9910179640718564","0.9910179640718564","0.20958083832335328","0.2065868263473054","0.7885196374622356","0.7915407854984894","0.781437125748503","0.7844311377245509","0.44610778443113774","0.4476047904191617","0.1377245508982036","0.1407185628742515","0.6167664670658682","0.6137724550898203","0.18253968253968256","0.1865079365079365","0.7544910179640718","0.7544910179640718","0.07335329341317365","0.0748502994011976","0.4131736526946107","0.4101796407185629","0.15076923076923077","0.15432098765432098","0.4865269461077844","0.48502994011976047","0.016527245750850815","0.17539819612358473","0.6596783799880881","0.01649175412293853","0.3163826998689384","0.4240380362671384","0.0173421078776856"
"ancient-eon-1820","163","-","","2020-11-17T06:26:15.000Z","kmeans-fdm.old_repro.train_on_recon.partial","true","1000","true","21","[]","adult","old_repro.train_on_recon.partial","kmeans-fdm","0.6856287425149701","0.6833832335329342","63.650001525878906","0.5973053892215568","0.592814371257485","0.17664670658682635","0.18113772455089816","0.7717601547388782","0.7659574468085106","0.7739520958083832","0.7739520958083832","0.04096175357699394","0.6856287425149701","0.5973053892215568","0.17664670658682635","0.7717601547388782","0.7739520958083832","0.44555323428945726","0.8727544910179641","0.9910179640718564","0.2365269461077845","0.7613293051359517","0.7544910179640718","0.49850299401197606","0.20359281437125748","0.5898203592814371","0.25660377358490566","0.7934131736526946","0.1062874251497006","0.4131736526946108","0.20461095100864551","0.5194610778443114","0.6833832335329342","0.592814371257485","0.18113772455089816","0.7659574468085106","0.7739520958083832","0.4512844194647957","0.8727544910179641","0.9910179640718564","0.2365269461077845","0.7613293051359517","0.7544910179640718","0.4940119760479042","0.19461077844311375","0.5988023952095808","0.24528301886792456","0.7934131736526946","0.10179640718562874","0.4176646706586826","0.19596541786743515","0.5194610778443114","0.44555323428945726","0.4512844194647957","0.8727544910179641","0.8727544910179641","0.9910179640718564","0.9910179640718564","0.2365269461077845","0.2365269461077845","0.7613293051359517","0.7613293051359517","0.7544910179640718","0.7544910179640718","0.49850299401197606","0.4940119760479042","0.20359281437125748","0.19461077844311375","0.5898203592814371","0.5988023952095808","0.25660377358490566","0.24528301886792456","0.7934131736526946","0.7934131736526946","0.1062874251497006","0.10179640718562874","0.4131736526946108","0.4176646706586826","0.20461095100864551","0.19596541786743515","0.5194610778443114","0.5194610778443114","0.018776225434603507","0.1496833621185953","0.6767123287671233","0.02998500749625187","0.3127129750982962","0.42425917735515256","0.012054180349626933"
